command,timestamp,status,api,name,GUID,description,platform,executor,timeout,callback_id,output
OSCreationClassName        : Win32_OperatingSystem
OSName                     : Microsoft Windows Server 2022 Standard 
                             Evaluation|C:\Windows|\Device\Harddisk0\Partition1
OtherOperationCount        : 23
OtherTransferCount         : 110
PageFaults                 : 1446
PageFileUsage              : 1204
ParentProcessId            : 684
PeakPageFileUsage          : 1396
PeakVirtualSize            : 2203388305408
PeakWorkingSetSize         : 5484
Priority                   : 8
PrivatePageCount           : 1232896
ProcessId                  : 1272
QuotaNonPagedPoolUsage     : 8
QuotaPagedPoolUsage        : 58
QuotaPeakNonPagedPoolUsage : 9
QuotaPeakPagedPoolUsage    : 58
ReadOperationCount         : 0
ReadTransferCount          : 0
SessionId                  : 0
Status                     : 
TerminationDate            : 
ThreadCount                : 3
UserModeTime               : 0
VirtualSize                : 2203386732544
WindowsVersion             : 10.0.20348
WorkingSetSize             : 5566464
WriteOperationCount        : 0
WriteTransferCount         : 0
PSComputerName             : GORILLA-DC01-20
ProcessName                : svchost.exe
Handles                    : 108
VM                         : 2203386732544
WS                         : 5566464
Path                       : C:\Windows\System32\svchost.exe

__GENUS                    : 2
__CLASS                    : Win32_Process
__SUPERCLASS               : CIM_Process
__DYNASTY                  : CIM_ManagedSystemElement
__RELPATH                  : Win32_Process.Handle=""1280""
__PROPERTY_COUNT           : 45
__DERIVATION               : {CIM_Process, CIM_LogicalElement, CIM_ManagedSystemElement}
__SERVER                   : GORILLA-DC01-20
__NAMESPACE                : root\cimv2
__PATH                     : \\GORILLA-DC01-20\root\cimv2:Win32_Process.Handle=""1280""
Caption                    : svchost.exe
CommandLine                : C:\Windows\system32\svchost.exe -k LocalService -s W32Time
CreationClassName          : Win32_Process
CreationDate               : 20240905144757.251525-240
CSCreationClassName        : Win32_ComputerSystem
CSName                     : GORILLA-DC01-20
Description                : svchost.exe
ExecutablePath             : C:\Windows\system32\svchost.exe
ExecutionState             : 
Handle                     : 1280
HandleCount                : 213
InstallDate                : 
KernelModeTime             : 312500
MaximumWorkingSetSize      : 1380
MinimumWorkingSetSize      : 200
Name                       : svchost.exe
OSCreationClassName        : Win32_OperatingSystem
OSName                     : Microsoft Windows Server 2022 Standard 
                             Evaluation|C:\Windows|\Device\Harddisk0\Partition1
OtherOperationCount        : 131
OtherTransferCount         : 1508
PageFaults                 : 2023
PageFileUsage              : 1736
ParentProcessId            : 684
PeakPageFileUsage          : 1964
PeakVirtualSize            : 2203397607424
PeakWorkingSetSize         : 7628
Priority                   : 8
PrivatePageCount           : 1777664
ProcessId                  : 1280
QuotaNonPagedPoolUsage     : 14
QuotaPagedPoolUsage        : 72
QuotaPeakNonPagedPoolUsage : 15
QuotaPeakPagedPoolUsage    : 73
ReadOperationCount         : 1
ReadTransferCount          : 116
SessionId                  : 0
Status                     : 
TerminationDate            : 
ThreadCount                : 5
UserModeTime               : 0
VirtualSize                : 2203394465792
WindowsVersion             : 10.0.20348
WorkingSetSize             : 7794688
WriteOperationCount        : 1
WriteTransferCount         : 160
PSComputerName             : GORILLA-DC01-20
ProcessName                : svchost.exe
Handles                    : 213
VM                         : 2203394465792
WS                         : 7794688
Path                       : C:\Windows\system32\svchost.exe

__GENUS                    : 2
__CLASS                    : Win32_Process
__SUPERCLASS               : CIM_Process
__DYNASTY                  : CIM_ManagedSystemElement
__RELPATH                  : Win32_Process.Handle=""1292""
__PROPERTY_COUNT           : 45
__DERIVATION               : {CIM_Process, CIM_LogicalElement, CIM_ManagedSystemElement}
__SERVER                   : GORILLA-DC01-20
__NAMESPACE                : root\cimv2
__PATH                     : \\GORILLA-DC01-20\root\cimv2:Win32_Process.Handle=""1292""
Caption                    : svchost.exe
CommandLine                : C:\Windows\system32\svchost.exe -k LocalServiceNetworkRestricted -p 
                             -s TimeBrokerSvc
CreationClassName          : Win32_Process
CreationDate               : 20240905144757.283972-240
CSCreationClassName        : Win32_ComputerSystem
CSName                     : GORILLA-DC01-20
Description                : svchost.exe
ExecutablePath             : C:\Windows\system32\svchost.exe
ExecutionState             : 
Handle                     : 1292
HandleCount                : 183
InstallDate                : 
KernelModeTime             : 312500
MaximumWorkingSetSize      : 1380
MinimumWorkingSetSize      : 200
Name                       : svchost.exe
OSCreationClassName        : Win32_OperatingSystem
OSName                     : Microsoft Windows Server 2022 Standard 
                             Evaluation|C:\Windows|\Device\Harddisk0\Partition1
OtherOperationCount        : 55
OtherTransferCount         : 652
PageFaults                 : 3187
PageFileUsage              : 1828
ParentProcessId            : 684
PeakPageFileUsage          : 2020
PeakVirtualSize            : 2203405893632
PeakWorkingSetSize         : 12236
Priority                   : 8
PrivatePageCount           : 1871872
ProcessId                  : 1292
QuotaNonPagedPoolUsage     : 11
QuotaPagedPoolUsage        : 98
QuotaPeakNonPagedPoolUsage : 11
QuotaPeakPagedPoolUsage    : 100
ReadOperationCount         : 0
ReadTransferCount          : 0
SessionId                  : 0
Status                     : 
TerminationDate            : 
ThreadCount                : 3
UserModeTime               : 0
VirtualSize                : 2203403796480
WindowsVersion             : 10.0.20348
WorkingSetSize             : 12496896
WriteOperationCount        : 0
WriteTransferCount         : 0
PSComputerName             : GORILLA-DC01-20
ProcessName                : svchost.exe
Handles                    : 183
VM                         : 2203403796480
WS                         : 12496896
Path                       : C:\Windows\system32\svchost.exe

__GENUS                    : 2
__CLASS                    : Win32_Process
__SUPERCLASS               : CIM_Process
__DYNASTY                  : CIM_ManagedSystemElement
__RELPATH                  : Win32_Process.Handle=""1300""
__PROPERTY_COUNT           : 45
__DERIVATION               : {CIM_Process, CIM_LogicalElement, CIM_ManagedSystemElement}
__SERVER                   : GORILLA-DC01-20
__NAMESPACE                : root\cimv2
__PATH                     : \\GORILLA-DC01-20\root\cimv2:Win32_Process.Handle=""1300""
Caption                    : svchost.exe
CommandLine                : C:\Windows\system32\svchost.exe -k LocalService -p -s nsi
CreationClassName          : Win32_Process
CreationDate               : 20240905144757.284730-240
CSCreationClassName        : Win32_ComputerSystem
CSName                     : GORILLA-DC01-20
Description                : svchost.exe
ExecutablePath             : C:\Windows\system32\svchost.exe
ExecutionState             : 
Handle                     : 1300
HandleCount                : 119
InstallDate                : 
KernelModeTime             : 156250
MaximumWorkingSetSize      : 1380
MinimumWorkingSetSize      : 200
Name                       : svchost.exe
OSCreationClassName        : Win32_OperatingSystem
OSName                     : Microsoft Windows Server 2022 Standard 
                             Evaluation|C:\Windows|\Device\Harddisk0\Partition1
OtherOperationCount        : 245
OtherTransferCount         : 10790
PageFaults                 : 1850
PageFileUsage              : 2604
ParentProcessId            : 684
PeakPageFileUsage          : 2796
PeakVirtualSize            : 2203390050304
PeakWorkingSetSize         : 6960
Priority                   : 8
PrivatePageCount           : 2666496
ProcessId                  : 1300
QuotaNonPagedPoolUsage     : 15
QuotaPagedPoolUsage        : 57
QuotaPeakNonPagedPoolUsage : 16
QuotaPeakPagedPoolUsage    : 58
ReadOperationCount         : 0
ReadTransferCount          : 0
SessionId                  : 0
Status                     : 
TerminationDate            : 
ThreadCount                : 3
UserModeTime               : 156250
VirtualSize                : 2203386380288
WindowsVersion             : 10.0.20348
WorkingSetSize             : 7036928
WriteOperationCount        : 0
WriteTransferCount         : 0
PSComputerName             : GORILLA-DC01-20
ProcessName                : svchost.exe
Handles                    : 119
VM                         : 2203386380288
WS                         : 7036928
Path                       : C:\Windows\system32\svchost.exe

__GENUS                    : 2
__CLASS                    : Win32_Process
__SUPERCLASS               : CIM_Process
__DYNASTY                  : CIM_ManagedSystemElement
__RELPATH                  : Win32_Process.Handle=""1380""
__PROPERTY_COUNT           : 45
__DERIVATION               : {CIM_Process, CIM_LogicalElement, CIM_ManagedSystemElement}
__SERVER                   : GORILLA-DC01-20
__NAMESPACE                : root\cimv2
__PATH                     : \\GORILLA-DC01-20\root\cimv2:Win32_Process.Handle=""1380""
Caption                    : svchost.exe
CommandLine                : C:\Windows\system32\svchost.exe -k NetworkService -p -s Dnscache
CreationClassName          : Win32_Process
CreationDate               : 20240905144757.324033-240
CSCreationClassName        : Win32_ComputerSystem
CSName                     : GORILLA-DC01-20
Description                : svchost.exe
ExecutablePath             : C:\Windows\system32\svchost.exe
ExecutionState             : 
Handle                     : 1380
HandleCount                : 270
InstallDate                : 
KernelModeTime             : 1250000
MaximumWorkingSetSize      : 1380
MinimumWorkingSetSize      : 200
Name                       : svchost.exe
OSCreationClassName        : Win32_OperatingSystem
OSName                     : Microsoft Windows Server 2022 Standard 
                             Evaluation|C:\Windows|\Device\Harddisk0\Partition1
OtherOperationCount        : 2607
OtherTransferCount         : 94761
PageFaults                 : 2731
PageFileUsage              : 2800
ParentProcessId            : 684
PeakPageFileUsage          : 3352
PeakVirtualSize            : 2203413323776
PeakWorkingSetSize         : 9352
Priority                   : 8
PrivatePageCount           : 2867200
ProcessId                  : 1380
QuotaNonPagedPoolUsage     : 16
QuotaPagedPoolUsage        : 90
QuotaPeakNonPagedPoolUsage : 80
QuotaPeakPagedPoolUsage    : 93
ReadOperationCount         : 2
ReadTransferCount          : 824
SessionId                  : 0
Status                     : 
TerminationDate            : 
ThreadCount                : 11
UserModeTime               : 468750
VirtualSize                : 2203405983744
WindowsVersion             : 10.0.20348
WorkingSetSize             : 9228288
WriteOperationCount        : 0
WriteTransferCount         : 0
PSComputerName             : GORILLA-DC01-20
ProcessName                : svchost.exe
Handles                    : 270
VM                         : 2203405983744
WS                         : 9228288
Path                       : C:\Windows\system32\svchost.exe

__GENUS                    : 2
__CLASS                    : Win32_Process
__SUPERCLASS               : CIM_Process
__DYNASTY                  : CIM_ManagedSystemElement
__RELPATH                  : Win32_Process.Handle=""1408""
__PROPERTY_COUNT           : 45
__DERIVATION               : {CIM_Process, CIM_LogicalElement, CIM_ManagedSystemElement}
__SERVER                   : GORILLA-DC01-20
__NAMESPACE                : root\cimv2
__PATH                     : \\GORILLA-DC01-20\root\cimv2:Win32_Process.Handle=""1408""
Caption                    : svchost.exe
CommandLine                : C:\Windows\system32\svchost.exe -k LocalServiceNetworkRestricted -p 
                             -s Dhcp
CreationClassName          : Win32_Process
CreationDate               : 20240905144757.358582-240
CSCreationClassName        : Win32_ComputerSystem
CSName                     : GORILLA-DC01-20
Description                : svchost.exe
ExecutablePath             : C:\Windows\system32\svchost.exe
ExecutionState             : 
Handle                     : 1408
HandleCount                : 211
InstallDate                : 
KernelModeTime             : 468750
MaximumWorkingSetSize      : 1380
MinimumWorkingSetSize      : 200
Name                       : svchost.exe
OSCreationClassName        : Win32_OperatingSystem
OSName                     : Microsoft Windows Server 2022 Standard 
                             Evaluation|C:\Windows|\Device\Harddisk0\Partition1
OtherOperationCount        : 75
OtherTransferCount         : 2454
PageFaults                 : 1907
PageFileUsage              : 1892
ParentProcessId            : 684
PeakPageFileUsage          : 2144
PeakVirtualSize            : 2203394039808
PeakWorkingSetSize         : 7180
Priority                   : 8
PrivatePageCount           : 1937408
ProcessId                  : 1408
QuotaNonPagedPoolUsage     : 10
QuotaPagedPoolUsage        : 69
QuotaPeakNonPagedPoolUsage : 44
QuotaPeakPagedPoolUsage    : 70
ReadOperationCount         : 0
ReadTransferCount          : 0
SessionId                  : 0
Status                     : 
TerminationDate            : 
ThreadCount                : 5
UserModeTime               : 625000
VirtualSize                : 2203391418368
WindowsVersion             : 10.0.20348
WorkingSetSize             : 7307264
WriteOperationCount        : 0
WriteTransferCount         : 0
PSComputerName             : GORILLA-DC01-20
ProcessName                : svchost.exe
Handles                    : 211
VM                         : 2203391418368
WS                         : 7307264
Path                       : C:\Windows\system32\svchost.exe

__GENUS                    : 2
__CLASS                    : Win32_Process
__SUPERCLASS               : CIM_Process
__DYNASTY                  : CIM_ManagedSystemElement
__RELPATH                  : Win32_Process.Handle=""1440""
__PROPERTY_COUNT           : 45
__DERIVATION               : {CIM_Process, CIM_LogicalElement, CIM_ManagedSystemElement}
__SERVER                   : GORILLA-DC01-20
__NAMESPACE                : root\cimv2
__PATH                     : \\GORILLA-DC01-20\root\cimv2:Win32_Process.Handle=""1440""
Caption                    : svchost.exe
CommandLine                : C:\Windows\System32\svchost.exe -k LocalServiceNetworkRestricted -p 
                             -s EventLog
CreationClassName          : Win32_Process
CreationDate               : 20240905144757.419865-240
CSCreationClassName        : Win32_ComputerSystem
CSName                     : GORILLA-DC01-20
Description                : svchost.exe
ExecutablePath             : C:\Windows\System32\svchost.exe
ExecutionState             : 
Handle                     : 1440
HandleCount                : 367
InstallDate                : 
KernelModeTime             : 5000000
MaximumWorkingSetSize      : 1380
MinimumWorkingSetSize      : 200
Name                       : svchost.exe
OSCreationClassName        : Win32_OperatingSystem
OSName                     : Microsoft Windows Server 2022 Standard 
                             Evaluation|C:\Windows|\Device\Harddisk0\Partition1
OtherOperationCount        : 2635
OtherTransferCount         : 48030
PageFaults                 : 9350
PageFileUsage              : 18132
ParentProcessId            : 684
PeakPageFileUsage          : 18696
PeakVirtualSize            : 2203435393024
PeakWorkingSetSize         : 22916
Priority                   : 8
PrivatePageCount           : 18567168
ProcessId                  : 1440
QuotaNonPagedPoolUsage     : 15
QuotaPagedPoolUsage        : 84
QuotaPeakNonPagedPoolUsage : 17
QuotaPeakPagedPoolUsage    : 96
ReadOperationCount         : 325
ReadTransferCount          : 6386176
SessionId                  : 0
Status                     : 
TerminationDate            : 
ThreadCount                : 8
UserModeTime               : 1718750
VirtualSize                : 2203429130240
WindowsVersion             : 10.0.20348
WorkingSetSize             : 23375872
WriteOperationCount        : 323
WriteTransferCount         : 5241416
PSComputerName             : GORILLA-DC01-20
ProcessName                : svchost.exe
Handles                    : 367
VM                         : 2203429130240
WS                         : 23375872
Path                       : C:\Windows\System32\svchost.exe

__GENUS                    : 2
__CLASS                    : Win32_Process
__SUPERCLASS               : CIM_Process
__DYNASTY                  : CIM_ManagedSystemElement
__RELPATH                  : Win32_Process.Handle=""1532""
__PROPERTY_COUNT           : 45
__DERIVATION               : {CIM_Process, CIM_LogicalElement, CIM_ManagedSystemElement}
__SERVER                   : GORILLA-DC01-20
__NAMESPACE                : root\cimv2
__PATH                     : \\GORILLA-DC01-20\root\cimv2:Win32_Process.Handle=""1532""
Caption                    : svchost.exe
CommandLine                : C:\Windows\system32\svchost.exe -k netsvcs -p -s gpsvc
CreationClassName          : Win32_Process
CreationDate               : 20240905144757.819346-240
CSCreationClassName        : Win32_ComputerSystem
CSName                     : GORILLA-DC01-20
Description                : svchost.exe
ExecutablePath             : C:\Windows\system32\svchost.exe
ExecutionState             : 
Handle                     : 1532
HandleCount                : 288
InstallDate                : 
KernelModeTime             : 625000
MaximumWorkingSetSize      : 1380
MinimumWorkingSetSize      : 200
Name                       : svchost.exe
OSCreationClassName        : Win32_OperatingSystem
OSName                     : Microsoft Windows Server 2022 Standard 
                             Evaluation|C:\Windows|\Device\Harddisk0\Partition1
OtherOperationCount        : 1397
OtherTransferCount         : 47604
PageFaults                 : 3636
PageFileUsage              : 2892
ParentProcessId            : 684
PeakPageFileUsage          : 2996
PeakVirtualSize            : 2203411288064
PeakWorkingSetSize         : 12956
Priority                   : 8
PrivatePageCount           : 2961408
ProcessId                  : 1532
QuotaNonPagedPoolUsage     : 17
QuotaPagedPoolUsage        : 105
QuotaPeakNonPagedPoolUsage : 82
QuotaPeakPagedPoolUsage    : 105
ReadOperationCount         : 8
ReadTransferCount          : 504
SessionId                  : 0
Status                     : 
TerminationDate            : 
ThreadCount                : 7
UserModeTime               : 312500
VirtualSize                : 2203410239488
WindowsVersion             : 10.0.20348
WorkingSetSize             : 13258752
WriteOperationCount        : 4
WriteTransferCount         : 552
PSComputerName             : GORILLA-DC01-20
ProcessName                : svchost.exe
Handles                    : 288
VM                         : 2203410239488
WS                         : 13258752
Path                       : C:\Windows\system32\svchost.exe

__GENUS                    : 2
__CLASS                    : Win32_Process
__SUPERCLASS               : CIM_Process
__DYNASTY                  : CIM_ManagedSystemElement
__RELPATH                  : Win32_Process.Handle=""1540""
__PROPERTY_COUNT           : 45
__DERIVATION               : {CIM_Process, CIM_LogicalElement, CIM_ManagedSystemElement}
__SERVER                   : GORILLA-DC01-20
__NAMESPACE                : root\cimv2
__PATH                     : \\GORILLA-DC01-20\root\cimv2:Win32_Process.Handle=""1540""
Caption                    : svchost.exe
CommandLine                : C:\Windows\system32\svchost.exe -k netsvcs -p -s ProfSvc
CreationClassName          : Win32_Process
CreationDate               : 20240905144757.819440-240
CSCreationClassName        : Win32_ComputerSystem
CSName                     : GORILLA-DC01-20
Description                : svchost.exe
ExecutablePath             : C:\Windows\system32\svchost.exe
ExecutionState             : 
Handle                     : 1540
HandleCount                : 208
InstallDate                : 
KernelModeTime             : 468750
MaximumWorkingSetSize      : 1380
MinimumWorkingSetSize      : 200
Name                       : svchost.exe
OSCreationClassName        : Win32_OperatingSystem
OSName                     : Microsoft Windows Server 2022 Standard 
                             Evaluation|C:\Windows|\Device\Harddisk0\Partition1
OtherOperationCount        : 769
OtherTransferCount         : 28758
PageFaults                 : 3085
PageFileUsage              : 2288
ParentProcessId            : 684
PeakPageFileUsage          : 2568
PeakVirtualSize            : 2203420729344
PeakWorkingSetSize         : 11508
Priority                   : 8
PrivatePageCount           : 2342912
ProcessId                  : 1540
QuotaNonPagedPoolUsage     : 12
QuotaPagedPoolUsage        : 115
QuotaPeakNonPagedPoolUsage : 13
QuotaPeakPagedPoolUsage    : 119
ReadOperationCount         : 2
ReadTransferCount          : 1024
SessionId                  : 0
Status                     : 
TerminationDate            : 
ThreadCount                : 4
UserModeTime               : 0
VirtualSize                : 2203417583616
WindowsVersion             : 10.0.20348
WorkingSetSize             : 11776000
WriteOperationCount        : 0
WriteTransferCount         : 0
PSComputerName             : GORILLA-DC01-20
ProcessName                : svchost.exe
Handles                    : 208
VM                         : 2203417583616
WS                         : 11776000
Path                       : C:\Windows\system32\svchost.exe

__GENUS                    : 2
__CLASS                    : Win32_Process
__SUPERCLASS               : CIM_Process
__DYNASTY                  : CIM_ManagedSystemElement
__RELPATH                  : Win32_Process.Handle=""1548""
__PROPERTY_COUNT           : 45
__DERIVATION               : {CIM_Process, CIM_LogicalElement, CIM_ManagedSystemElement}
__SERVER                   : GORILLA-DC01-20
__NAMESPACE                : root\cimv2
__PATH                     : \\GORILLA-DC01-20\root\cimv2:Win32_Process.Handle=""1548""
Caption                    : svchost.exe
CommandLine                : C:\Windows\System32\svchost.exe -k netsvcs -p -s Themes
CreationClassName          : Win32_Process
CreationDate               : 20240905144757.820034-240
CSCreationClassName        : Win32_ComputerSystem
CSName                     : GORILLA-DC01-20
Description                : svchost.exe
ExecutablePath             : C:\Windows\System32\svchost.exe
ExecutionState             : 
Handle                     : 1548
HandleCount                : 162
InstallDate                : 
KernelModeTime             : 0
MaximumWorkingSetSize      : 1380
MinimumWorkingSetSize      : 200
Name                       : svchost.exe
OSCreationClassName        : Win32_OperatingSystem
OSName                     : Microsoft Windows Server 2022 Standard 
                             Evaluation|C:\Windows|\Device\Harddisk0\Partition1
OtherOperationCount        : 24
OtherTransferCount         : 110
PageFaults                 : 1625
PageFileUsage              : 1264
ParentProcessId            : 684
PeakPageFileUsage          : 1424
PeakVirtualSize            : 2203392946176
PeakWorkingSetSize         : 5980
Priority                   : 8
PrivatePageCount           : 1294336
ProcessId                  : 1548
QuotaNonPagedPoolUsage     : 8
QuotaPagedPoolUsage        : 65
QuotaPeakNonPagedPoolUsage : 9
QuotaPeakPagedPoolUsage    : 67
ReadOperationCount         : 0
ReadTransferCount          : 0
SessionId                  : 0
Status                     : 
TerminationDate            : 
ThreadCount                : 3
UserModeTime               : 156250
VirtualSize                : 2203390320640
WindowsVersion             : 10.0.20348
WorkingSetSize             : 6066176
WriteOperationCount        : 0
WriteTransferCount         : 0
PSComputerName             : GORILLA-DC01-20
ProcessName                : svchost.exe
Handles                    : 162
VM                         : 2203390320640
WS                         : 6066176
Path                       : C:\Windows\System32\svchost.exe

__GENUS                    : 2
__CLASS                    : Win32_Process
__SUPERCLASS               : CIM_Process
__DYNASTY                  : CIM_ManagedSystemElement
__RELPATH                  : Win32_Process.Handle=""1556""
__PROPERTY_COUNT           : 45
__DERIVATION               : {CIM_Process, CIM_LogicalElement, CIM_ManagedSystemElement}
__SERVER                   : GORILLA-DC01-20
__NAMESPACE                : root\cimv2
__PATH                     : \\GORILLA-DC01-20\root\cimv2:Win32_Process.Handle=""1556""
Caption                    : svchost.exe
CommandLine                : C:\Windows\system32\svchost.exe -k LocalService -p -s EventSystem
CreationClassName          : Win32_Process
CreationDate               : 20240905144757.821254-240
CSCreationClassName        : Win32_ComputerSystem
CSName                     : GORILLA-DC01-20
Description                : svchost.exe
ExecutablePath             : C:\Windows\system32\svchost.exe
ExecutionState             : 
Handle                     : 1556
HandleCount                : 174
InstallDate                : 
KernelModeTime             : 468750
MaximumWorkingSetSize      : 1380
MinimumWorkingSetSize      : 200
Name                       : svchost.exe
OSCreationClassName        : Win32_OperatingSystem
OSName                     : Microsoft Windows Server 2022 Standard 
                             Evaluation|C:\Windows|\Device\Harddisk0\Partition1
OtherOperationCount        : 34
OtherTransferCount         : 518
PageFaults                 : 2146
PageFileUsage              : 1852
ParentProcessId            : 684
PeakPageFileUsage          : 2072
PeakVirtualSize            : 2203400835072
PeakWorkingSetSize         : 8164
Priority                   : 8
PrivatePageCount           : 1896448
ProcessId                  : 1556
QuotaNonPagedPoolUsage     : 11
QuotaPagedPoolUsage        : 74
QuotaPeakNonPagedPoolUsage : 11
QuotaPeakPagedPoolUsage    : 74
ReadOperationCount         : 34
ReadTransferCount          : 714
SessionId                  : 0
Status                     : 
TerminationDate            : 
ThreadCount                : 5
UserModeTime               : 156250
VirtualSize                : 2203397165056
WindowsVersion             : 10.0.20348
WorkingSetSize             : 8257536
WriteOperationCount        : 0
WriteTransferCount         : 0
PSComputerName             : GORILLA-DC01-20
ProcessName                : svchost.exe
Handles                    : 174
VM                         : 2203397165056
WS                         : 8257536
Path                       : C:\Windows\system32\svchost.exe

__GENUS                    : 2
__CLASS                    : Win32_Process
__SUPERCLASS               : CIM_Process
__DYNASTY                  : CIM_ManagedSystemElement
__RELPATH                  : Win32_Process.Handle=""1648""
__PROPERTY_COUNT           : 45
__DERIVATION               : {CIM_Process, CIM_LogicalElement, CIM_ManagedSystemElement}
__SERVER                   : GORILLA-DC01-20
__NAMESPACE                : root\cimv2
__PATH                     : \\GORILLA-DC01-20\root\cimv2:Win32_Process.Handle=""1648""
Caption                    : svchost.exe
CommandLine                : C:\Windows\system32\svchost.exe -k netsvcs -p -s SENS
CreationClassName          : Win32_Process
CreationDate               : 20240905144757.960693-240
CSCreationClassName        : Win32_ComputerSystem
CSName                     : GORILLA-DC01-20
Description                : svchost.exe
ExecutablePath             : C:\Windows\system32\svchost.exe
ExecutionState             : 
Handle                     : 1648
HandleCount                : 179
InstallDate                : 
KernelModeTime             : 625000
MaximumWorkingSetSize      : 1380
MinimumWorkingSetSize      : 200
Name                       : svchost.exe
OSCreationClassName        : Win32_OperatingSystem
OSName                     : Microsoft Windows Server 2022 Standard 
                             Evaluation|C:\Windows|\Device\Harddisk0\Partition1
OtherOperationCount        : 86
OtherTransferCount         : 2514
PageFaults                 : 2307
PageFileUsage              : 1904
ParentProcessId            : 684
PeakPageFileUsage          : 2172
PeakVirtualSize            : 2203402289152
PeakWorkingSetSize         : 8692
Priority                   : 8
PrivatePageCount           : 1949696
ProcessId                  : 1648
QuotaNonPagedPoolUsage     : 11
QuotaPagedPoolUsage        : 79
QuotaPeakNonPagedPoolUsage : 12
QuotaPeakPagedPoolUsage    : 82
ReadOperationCount         : 216
ReadTransferCount          : 4344
SessionId                  : 0
Status                     : 
TerminationDate            : 
ThreadCount                : 3
UserModeTime               : 156250
VirtualSize                : 2203398041600
WindowsVersion             : 10.0.20348
WorkingSetSize             : 8781824
WriteOperationCount        : 0
WriteTransferCount         : 0
PSComputerName             : GORILLA-DC01-20
ProcessName                : svchost.exe
Handles                    : 179
VM                         : 2203398041600
WS                         : 8781824
Path                       : C:\Windows\system32\svchost.exe

__GENUS                    : 2
__CLASS                    : Win32_Process
__SUPERCLASS               : CIM_Process
__DYNASTY                  : CIM_ManagedSystemElement
__RELPATH                  : Win32_Process.Handle=""1712""
__PROPERTY_COUNT           : 45
__DERIVATION               : {CIM_Process, CIM_LogicalElement, CIM_ManagedSystemElement}
__SERVER                   : GORILLA-DC01-20
__NAMESPACE                : root\cimv2
__PATH                     : \\GORILLA-DC01-20\root\cimv2:Win32_Process.Handle=""1712""
Caption                    : svchost.exe
CommandLine                : C:\Windows\system32\svchost.exe -k LocalServiceNoNetworkFirewall -p
CreationClassName          : Win32_Process
CreationDate               : 20240905144758.043784-240
CSCreationClassName        : Win32_ComputerSystem
CSName                     : GORILLA-DC01-20
Description                : svchost.exe
ExecutablePath             : C:\Windows\system32\svchost.exe
ExecutionState             : 
Handle                     : 1712
HandleCount                : 430
InstallDate                : 
KernelModeTime             : 1875000
MaximumWorkingSetSize      : 1380
MinimumWorkingSetSize      : 200
Name                       : svchost.exe
OSCreationClassName        : Win32_OperatingSystem
OSName                     : Microsoft Windows Server 2022 Standard 
                             Evaluation|C:\Windows|\Device\Harddisk0\Partition1
OtherOperationCount        : 891
OtherTransferCount         : 47579
PageFaults                 : 8289
PageFileUsage              : 9560
ParentProcessId            : 684
PeakPageFileUsage          : 11548
PeakVirtualSize            : 2203436605440
PeakWorkingSetSize         : 21368
Priority                   : 8
PrivatePageCount           : 9789440
ProcessId                  : 1712
QuotaNonPagedPoolUsage     : 34
QuotaPagedPoolUsage        : 115
QuotaPeakNonPagedPoolUsage : 267
QuotaPeakPagedPoolUsage    : 118
ReadOperationCount         : 1
ReadTransferCount          : 116
SessionId                  : 0
Status                     : 
TerminationDate            : 
ThreadCount                : 13
UserModeTime               : 2968750
VirtualSize                : 2203428429824
WindowsVersion             : 10.0.20348
WorkingSetSize             : 19763200
WriteOperationCount        : 2
WriteTransferCount         : 32928
PSComputerName             : GORILLA-DC01-20
ProcessName                : svchost.exe
Handles                    : 430
VM                         : 2203428429824
WS                         : 19763200
Path                       : C:\Windows\system32\svchost.exe

__GENUS                    : 2
__CLASS                    : Win32_Process
__SUPERCLASS               : CIM_Process
__DYNASTY                  : CIM_ManagedSystemElement
__RELPATH                  : Win32_Process.Handle=""1740""
__PROPERTY_COUNT           : 45
__DERIVATION               : {CIM_Process, CIM_LogicalElement, CIM_ManagedSystemElement}
__SERVER                   : GORILLA-DC01-20
__NAMESPACE                : root\cimv2
__PATH                     : \\GORILLA-DC01-20\root\cimv2:Win32_Process.Handle=""1740""
Caption                    : svchost.exe
CommandLine                : C:\Windows\system32\svchost.exe -k LocalServiceNetworkRestricted -p
CreationClassName          : Win32_Process
CreationDate               : 20240905144758.191919-240
CSCreationClassName        : Win32_ComputerSystem
CSName                     : GORILLA-DC01-20
Description                : svchost.exe
ExecutablePath             : C:\Windows\system32\svchost.exe
ExecutionState             : 
Handle                     : 1740
HandleCount                : 286
InstallDate                : 
KernelModeTime             : 312500
MaximumWorkingSetSize      : 1380
MinimumWorkingSetSize      : 200
Name                       : svchost.exe
OSCreationClassName        : Win32_OperatingSystem
OSName                     : Microsoft Windows Server 2022 Standard 
                             Evaluation|C:\Windows|\Device\Harddisk0\Partition1
OtherOperationCount        : 300
OtherTransferCount         : 18344
PageFaults                 : 2434
PageFileUsage              : 1992
ParentProcessId            : 684
PeakPageFileUsage          : 2660
PeakVirtualSize            : 2203400400896
PeakWorkingSetSize         : 9196
Priority                   : 8
PrivatePageCount           : 2039808
ProcessId                  : 1740
QuotaNonPagedPoolUsage     : 12
QuotaPagedPoolUsage        : 83
QuotaPeakNonPagedPoolUsage : 46
QuotaPeakPagedPoolUsage    : 85
ReadOperationCount         : 0
ReadTransferCount          : 0
SessionId                  : 0
